SNP_ID,chr_name,POS
2430,AC04q.2,249307
2431,AC04q.2,27280574
2432,AC04q.2,5146841
2433,AC04q.2,6930912
2434,AC04q.2,16238533
2435,AC04q.2,5889189
2436,AC04q.2,4829600
2437,AC04q.2,20240148
2438,AC04q.2,15836843
2439,AC04q.2,29031447
2440,AC04q.2,16156351
2441,AC04q.2,24128460
2442,AC04q.2,7436025
2443,AC04q.2,25322477
2444,AC04q.2,7062439
2445,AC04q.2,2832610
2446,AC04q.2,13579326
2447,AC04q.2,20286617
2448,AC04q.2,16069986
2449,AC04q.2,11052738
2450,AC04q.2,21787544
2451,AC04q.2,18027295
2452,AC04q.2,18614025
2453,AC04q.2,19394552
2454,AC04q.2,19969930
2455,AC04q.2,20408971
2456,AC04q.2,28572723
2457,AC04q.2,28835601
2458,AC04q.2,1407446
2459,AC04q.2,558540
2460,AC04q.2,430261
2461,AC04q.2,305496
2462,AC04q.2,25922060
2463,AC04q.2,25859830
2464,AC04q.2,25733373
2465,AC04q.2,25670961
2466,AC04q.2,6660824
2467,AC04q.2,6217986
2468,AC04q.2,5154109
2469,AC04q.2,4835532
2470,AC04q.2,24444541
2471,AC04q.2,27593000
2472,AC04q.2,11586295
2473,AC04q.2,26374365
2474,AC04q.2,12646005
2475,AC04q.2,12521632
2476,AC04q.2,7363093
2477,AC04q.2,7756389
2478,AC04q.2,7944024
2479,AC04q.2,23771398
2480,AC04q.2,20656196
2481,AC04q.2,22748978
2482,AC04q.2,15774572
2483,AC04q.2,15711439
2484,AC04q.2,15649215
2485,AC04q.2,14339939
2486,AC04q.2,14214008
2487,AC04q.2,13766469
2488,AC04q.2,13641118
2489,AC04q.2,13579098
2490,AC04q.2,16112070
2491,AC04q.2,4508255
2492,AC04q.2,4002333
2493,AC04q.2,3876398
2494,AC04q.2,3682427
2495,AC04q.2,3419224
2496,AC04q.2,3357043
2497,AC04q.2,12484567
2498,AC04q.2,16894930
2499,AC04q.2,16878188
2500,AC04q.2,24530324
2501,AC04q.2,7711665
2502,AC04q.2,12181389
2503,AC04q.2,12347051
2504,AC04q.2,12347175
2505,AC04q.2,12393645
2506,AC04q.2,23549857
2507,AC04q.2,23550097
2508,AC04q.2,24037816
2509,AC04q.2,1544712
2510,AC04q.2,28423769
2511,AC04q.2,14214728
2512,AC04q.2,13932024
2513,AC04q.2,1197419
2514,AC04q.2,1191527
2515,AC04q.2,1095519
2516,AC04q.2,6281908
2517,AC04q.2,2222457
2518,AC04q.2,22251125
2519,AC04q.2,10951158
2520,AC04q.2,27796108
2521,AC04q.2,20981995
2522,AC04q.2,2770796
2523,AC04q.2,3156399
2524,AC04q.2,21841229
2525,AC04q.2,22356368
2526,AC04q.2,21527511
2527,AC04q.2,27208866
2528,AC04q.2,16412495
2529,AC04q.2,29456472
2530,AC04q.2,10129722
2531,AC04q.2,10443339
2532,AC04q.2,10949852
2533,AC04q.2,27944343
2534,AC04q.2,8329732
2535,AC04q.2,25448113
2536,AC04q.2,16298970
2537,AC04q.2,4571614
2538,AC04q.2,2894626
2539,AC04q.2,11057605
2540,AC04q.2,14441283
2541,AC04q.2,3248412
2542,AC04q.2,27939265
2543,AC04q.2,5028627
2544,AC04q.2,7150437
2545,AC04q.2,7842493
2546,AC04q.2,27199567
2547,AC04q.2,3167429
2548,AC04q.2,24640272
2549,AC04q.2,26582712
2550,AC04q.2,1573991
2551,AC04q.2,1995468
2552,AC04q.2,2040984
2553,AC04q.2,16174379
2554,AC04q.2,25265555
2555,AC04q.2,2083927
2556,AC04q.2,14044687
2557,AC04q.2,26369578
2558,AC04q.2,24573441
2559,AC04q.2,14096094
2560,AC04q.2,27195006
2561,AC04q.2,20351242
2562,AC04q.2,24195652
2563,AC04q.2,51033
2564,AC04q.2,19013213
2565,AC04q.2,13971363
2566,AC04q.2,15852645
2567,AC04q.2,27199840
2568,AC04q.2,9621099
2569,AC04q.2,6013978
2570,AC04q.2,8031714
2571,AC04q.2,3993762
2572,AC04q.2,25446762
2573,AC04q.2,7689789
2574,AC04q.2,26375122
2575,AC04q.2,23499276
2576,AC04q.2,6967609
2577,AC04q.2,1252937
2578,AC04q.2,732312
2579,AC04q.2,13035505
2580,AC04q.2,7031624
2581,AC04q.2,7039282
2582,AC04q.2,26791616
2583,AC04q.2,10067665
2584,AC05,16271386
2585,AC05,13574884
2586,AC05,4834110
2587,AC05,21548459
2588,AC05,1173203
2589,AC05,34188759
2590,AC05,29852775
2591,AC05,26920771
2592,AC05,9184946
2593,AC05,6307327
2594,AC05,23419157
2595,AC05,13342228
2596,AC05,9888911
2597,AC05,6773086
2598,AC05,14997906
2599,AC05,14655031
2600,AC05,34216386
2601,AC05,34598829
2602,AC05,6942504
2603,AC05,8197811
2604,AC05,27561844
2605,AC05,36868176
2606,AC05,10286098
2607,AC05,10285397
2608,AC05,10285051
2609,AC05,10286186
2610,AC05,14589566
2611,AC05,34843522
2612,AC05,13216807
2613,AC05,27641928
2614,AC05,35119599
2615,AC05,34490943
2616,AC05,34599542
2617,AC05,34888449
2618,AC05,34888489
2619,AC05,34889245
2620,AC05,2641137
2621,AC05,29785200
2622,AC05,29844387
2623,AC05,29891610
2624,AC05,30981878
2625,AC05,9197219
2626,AC05,23142454
2627,AC05,18095033
2628,AC05,16419462
2629,AC05,26377154
2630,AC05,26868079
2631,AC05,26924846
2632,AC05,25950584
2633,AC05,34210927
2634,AC05,11204906
2635,AC05,11261852
2636,AC05,11732118
2637,AC05,11765619
2638,AC05,11768731
2639,AC05,29851579
2640,AC05,29851715
2641,AC05,29903133
2642,AC05,30903932
2643,AC05,30986050
2644,AC05,30990436
2645,AC05,30992011
2646,AC05,1964282
2647,AC05,2026878
2648,AC05,12612010
2649,AC05,12545975
2650,AC05,12543154
2651,AC05,12368407
2652,AC05,12367977
2653,AC05,9966204
2654,AC05,9908855
2655,AC05,9712991
2656,AC05,9529245
2657,AC05,9126109
2658,AC05,7370560
2659,AC05,7288085
2660,AC05,7071631
2661,AC05,6123390
2662,AC05,23989525
2663,AC05,22859498
2664,AC05,22654067
2665,AC05,22561448
2666,AC05,30212032
2667,AC05,30284288
2668,AC05,30317997
2669,AC05,30343203
2670,AC05,30843682
2671,AC05,18833774
2672,AC05,18831529
2673,AC05,17248844
2674,AC05,17236144
2675,AC05,16835843
2676,AC05,16403086
2677,AC05,15406799
2678,AC05,35185058
2679,AC05,26266022
2680,AC05,26607280
2681,AC05,26607592
2682,AC05,26911099
2683,AC05,27012958
2684,AC05,27058450
2685,AC05,27064140
2686,AC05,27097927
2687,AC05,27510215
2688,AC05,27515001
2689,AC05,27709963
2690,AC05,28055189
2691,AC05,28140698
2692,AC05,28332103
2693,AC05,28332944
2694,AC05,28415238
2695,AC05,28416982
2696,AC05,28449808
2697,AC05,28451088
2698,AC05,28599263
2699,AC05,28600343
2700,AC05,28781337
2701,AC05,29135251
2702,AC05,29406292
2703,AC05,25710020
2704,AC05,25738456
2705,AC05,25746668
2706,AC05,25813310
2707,AC05,25815251
2708,AC05,25900743
2709,AC05,25950338
2710,AC05,26177121
2711,AC05,26187113
2712,AC05,5806035
2713,AC05,22241335
2714,AC05,22239690
2715,AC05,36790811
2716,AC05,3676037
2717,AC05,9965415
2718,AC05,9638496
2719,AC05,17247118
2720,AC05,5787909
2721,AC05,3194485
2722,AC05,34561535
2723,AC05,10186983
2724,AC05,28570439
2725,AC05,22715597
2726,AC05,25552509
2727,AC05,5632425
2728,AC05,29766520
2729,AC05,25619525
2730,AC05,8502060
2731,AC05,30018026
2732,AC05,28198929
2733,AC05,31234246
2734,AC05,26598727
2735,AC05,25750277
2736,AC05,27893472
2737,AC05,26846942
2738,AC05,25192548
2739,AC05,14589714
2740,AC05,4240922
2741,AC05,24426848
2742,AC05,4077753
2743,AC05,1454106
2744,AC05,20627956
2745,AC05,1522035
2746,AC05,12656916
2747,AC05,25192599
2748,AC05,25451287
2749,AC05,27902385
2750,AC05,15065040
2751,AC05,17396893
2752,AC05,5783951
2753,AC05,9162589
2754,AC05,9184903
2755,AC05,24334525
2756,AC05,25346136
2757,AC05,28091761
2758,AC05,25726664
2759,AC05,6307347
2760,AC05,22866309
2761,AC05,19121163
2762,AC05,476252
2763,AC05,16305003
2764,AC05,3198725
2765,AC05,27317639
2766,AC05,18251187
2767,AC05,27453801
2768,AC05,11614142
2769,AC05,3024321
2770,AC05,30520098
2771,AC05,32935825
2772,AC05,1399484
2773,AC05,25605754
2774,AC05,26711231
2775,AC05,14993438
2776,AC05,25469225
2777,AC05,12994778
2778,AC05,27562083
2779,AC05,3201000
2780,AC05,12525997
2781,AC05,27811927
2782,AC05,16315134
2783,AC05,835020
2784,AC05,1153968
2785,AC05,1409513
2786,AC05,1661745
2787,AC05,14621663
2788,AC05,13854763
2789,AC05,13098375
2790,AC05,12974165
2791,AC05,12658593
2792,AC05,34196034
2793,AC05,34511686
2794,AC05,3597685
2795,AC05,3535018
2796,AC05,10726734
2797,AC05,10470719
2798,AC05,10407827
2799,AC05,10344809
2800,AC05,9904791
2801,AC05,9126585
2802,AC05,8953860
2803,AC05,7170261
2804,AC05,7107268
2805,AC05,6789200
2806,AC05,6036814
2807,AC05,24536995
2808,AC05,24474953
2809,AC05,23475600
2810,AC05,22973114
2811,AC05,15042478
2812,AC05,30482444
2813,AC05,30856911
2814,AC05,32673399
2815,AC05,32738732
2816,AC05,18332557
2817,AC05,17823711
2818,AC05,17572748
2819,AC05,16867512
2820,AC05,16678967
2821,AC05,15972106
2822,AC05,26542925
2823,AC05,27753434
2824,AC05,27878546
2825,AC05,28012159
2826,AC05,28074302
2827,AC05,28199501
2828,AC05,28261961
2829,AC05,28324042
2830,AC05,28453080
2831,AC05,28837787
2832,AC05,29481160
2833,AC05,25624017
2834,AC05,25749910
2835,AC05,25812799
2836,AC05,25939194
2837,AC05,26002104
2838,AC05,19469302
2839,AC05,36440394
2840,AC05,36504112
2841,AC05,25059639
2842,AC05,5422291
2843,AC05,5804191
2844,AC05,32850043
2845,AC05,32912052
2846,AC05,3200461
2847,AC05,2992481
2848,AC05,2487445
2849,AC05,2286477
2850,AC05,11491614
2851,AC05,21178187
2852,AC05,21116135
2853,AC05,21053815
2854,AC05,30078621
2855,AC05,30876895
2856,AC05,31064286
2857,AC05,36060473
2858,AC05,35871432
2859,AC05,35736672
2860,AC05,5235699
2861,AC05,16355097
2862,AC05,16338342
2863,AC05,35395730
2864,AC05,4260692
2865,AC05,4098633
2866,AC05,3805845
2867,AC05,29119072
2868,AC05,25760188
2869,AC05,36670960
2870,AC05,34242552
2871,AC05,34495869
2872,AC05,35510709
2873,AC05,2886632
2874,AC05,2868278
2875,AC05,30884414
2876,AC05,30903753
2877,AC05,10475706
2878,AC05,10007268
2879,AC05,23141854
2880,AC05,30386272
2881,AC05,30496283
2882,AC05,30521758
2883,AC05,30816856
2884,AC05,32586720
2885,AC05,17279785
2886,AC05,25692672
2887,AC05,25693069
2888,AC05,25720059
2889,AC05,1676321
2890,AC05,33073012
2891,AC05,1173254
2892,AC05,25605763
2893,AC05,25726636
2894,AC05,1222698
2895,AC05,1552352
2896,AC05,1705929
2897,AC05,34069500
2898,AC05,7741128
2899,AC05,36064092
2900,AC05,35528396
2901,AC05,35111967
2902,AC05,4082615
2903,AC05,3891429
2904,AC05,27108505
2905,AC05,27440955
2906,AC05,29356221
2907,AC05,29418773
2908,AC05,36708035
2909,AC05,19957599
2910,AC05,20170410
2911,AC05,20107181
2912,AC05,4918529
2913,AC05,4980818
2914,AC05,5043005
2915,AC05,20736614
2916,AC05,29116231
2917,AC05,28051365
2918,AC05,33330173
2919,AC05,25079955
2920,AC05,27062379
2921,AC05,26921955
2922,AC05,11367406
2923,AC05,31015026
2924,AC05,9757872
2925,AC05,29007998
2926,AC05,33726698
2927,AC05,14694538
2928,AC05,33034049
2929,AC05,30014258
2930,AC05,29559250
2931,AC05,28104925
2932,AC05,21797038
2933,AC05,25765410
2934,AC05,2172594
2935,AC05,27506135
2936,AC05,11252215
2937,AC05,29024541
2938,AC05,25238650
2939,AC05,10654703
2940,AC05,34843040
2941,AC05,11402493
2942,AC05,32301018
2943,AC05,23913101
2944,AC05,7617044
2945,AC05,16349817
2946,AC05,10176061
2947,AC05,3024845
2948,AC05,30225335
2949,AC05,11261521
2950,AC05,20266122
2951,AC05,8201078
2952,AC05,8828717
2953,AC05,36671124
2954,AC05,25765828
2955,AC05,11817705
2956,AC05,36833807
2957,AC05,17233953
2958,AC05,31001339
2959,AC05,30932026
2960,AC05,14928441
2961,AC05,34069216
2962,AC05,30227367
2963,AC05,28644411
2964,AC05,30032174
2965,AC05,25710441
2966,AC05,2643131
2967,AC05,30992719
2968,AC05,358289
2969,AC05,25750735
2970,AC05,36251779
2971,AC05,28242268
2972,AC05,13143456
2973,AC05,28570188
2974,AC05,26001289
2975,AC05,4260772
2976,AC05,9342412
2977,AC05,22650105
2978,AC05,30901685
2979,AC05,28378530
2980,AC05,34545762
2981,AC05,34211968
2982,AC05,9907436
2983,AC05,34594569
2984,AC05,28090900
2985,AC05,1992123
2986,AC05,37049359
2987,AC05,25876817
2988,AC05,28046732
2989,AC05,33034543
2990,AC05,30043307
2991,AC05,16995208
2992,AC05,5420825
2993,AC05,10177065
2994,AC05,13728621
2995,AC05,3041368
2996,AC05,11783728
2997,AC05,1774198
2998,AC05,14734974
2999,AC05,25726904
3000,AC05,6851222
3001,AC05,1801841
3002,AC05,10218201
3003,AC05,3848420
3004,AC05,269709
3005,AC05,17276282
3006,AC05,16420248
3007,AC05,358586
3008,AC05,32340526
3009,AC05,5458169
3010,AC05,11835124
3011,AC05,17276557
3012,AC05,1991867
3013,AC05,10955649
3014,AC05,10269189
3015,AC05,11330906
3016,AC05,29559298
3017,AC05,33414390
3018,AC05,33061843
3019,AC05,9908418
3020,AC05,6119409
3021,AC05,15117548
3022,AC05,14782325
3023,AC05,34619986
3024,AC05,8115072
3025,AC05,34742767
3026,AC05,7124553
3027,AC06.1,23534787
3028,AC06.1,110084
3029,AC06.1,16448134
3030,AC06.1,26082615
3031,AC06.1,16448057
3032,AC06.1,24256592
3033,AC06.1,24390137
3034,AC06.1,23755798
3035,AC06.1,12247734
3036,AC06.1,8075584
3037,AC06.1,9887069
3038,AC06.1,1511833
3039,AC06.1,22877391
3040,AC06.1,22877643
3041,AC06.1,2584885
3042,AC06.1,2584698
3043,AC06.1,18957840
3044,AC06.1,5520495
3045,AC06.1,13097454
3046,AC06.1,9839928
3047,AC06.1,497782
3048,AC06.1,385958
3049,AC06.1,149901
3050,AC06.1,20584963
3051,AC06.1,30235354
3052,AC06.1,30117516
3053,AC06.1,29964026
3054,AC06.1,25101183
3055,AC06.1,17148261
3056,AC06.1,12597565
3057,AC06.1,8642469
3058,AC06.1,8951383
3059,AC06.1,9034058
3060,AC06.1,9059612
3061,AC06.1,7820081
3062,AC06.1,7819773
3063,AC06.1,7421912
3064,AC06.1,185349
3065,AC06.1,21886826
3066,AC06.1,28929974
3067,AC06.1,28925088
3068,AC06.1,28924869
3069,AC06.1,19226847
3070,AC06.1,17420085
3071,AC06.1,17332733
3072,AC06.1,6036435
3073,AC06.1,6060434
3074,AC06.1,1897138
3075,AC06.1,13623381
3076,AC06.1,9862920
3077,AC06.1,10375145
3078,AC06.1,10595966
3079,AC06.1,10752470
3080,AC06.1,16486770
3081,AC06.1,2286776
3082,AC06.1,1416119
3083,AC06.1,15048444
3084,AC06.1,15299085
3085,AC06.1,15373439
3086,AC06.1,2068225
3087,AC06.1,2075215
3088,AC06.1,2075510
3089,AC06.1,1827605
3090,AC06.1,12617815
3091,AC06.1,3404306
3092,AC06.1,6466179
3093,AC06.1,3285270
3094,AC06.1,8862744
3095,AC06.1,20920567
3096,AC06.1,17329469
3097,AC06.1,9098209
3098,AC06.1,9098114
3099,AC06.1,4497044
3100,AC06.1,17006141
3101,AC06.1,7738583
3102,AC06.1,9285559
3103,AC06.1,19507664
3104,AC06.1,8610280
3105,AC06.1,1108095
3106,AC06.1,7595285
3107,AC06.1,26282911
3108,AC06.1,5907586
3109,AC06.1,26874868
3110,AC06.1,1283841
3111,AC06.1,1283838
3112,AC06.1,12300933
3113,AC06.1,5978068
3114,AC06.1,22877671
3115,AC06.1,19471159
3116,AC06.1,12300957
3117,AC06.1,26511193
3118,AC06.1,1491258
3119,AC06.1,23968485
3120,AC06.1,23968538
3121,AC06.1,25909530
3122,AC06.1,29028638
3123,AC06.1,7073852
3124,AC06.1,6205336
3125,AC06.1,18608137
3126,AC06.1,14467929
3127,AC06.1,18608056
3128,AC06.1,21588234
3129,AC06.1,13860986
3130,AC06.1,19801530
3131,AC06.1,20283780
3132,AC06.1,7112616
3133,AC06.1,12311914
3134,AC06.1,10418613
3135,AC06.1,12714348
3136,AC06.1,24435473
3137,AC06.1,24490458
3138,AC06.1,12710195
3139,AC06.1,18871771
3140,AC06.1,26467554
3141,AC06.1,12747285
3142,AC06.1,6398662
3143,AC06.1,11952160
3144,AC06.1,4416181
3145,AC06.1,20350591
3146,AC06.1,5472201
3147,AC06.1,5403578
3148,AC06.1,5277719
3149,AC06.1,9213619
3150,AC06.1,14001683
3151,AC06.1,12496854
3152,AC06.1,30239628
3153,AC06.1,30174131
3154,AC06.1,29728681
3155,AC06.1,29665530
3156,AC06.1,29603462
3157,AC06.1,29149310
3158,AC06.1,29086797
3159,AC06.1,29024098
3160,AC06.1,27874515
3161,AC06.1,27665590
3162,AC06.1,26513237
3163,AC06.1,26013294
3164,AC06.1,25449023
3165,AC06.1,22468057
3166,AC06.1,20112738
3167,AC06.1,20049248
3168,AC06.1,19405901
3169,AC06.1,17485376
3170,AC06.1,5964152
3171,AC06.1,6090536
3172,AC06.1,6154656
3173,AC06.1,6217331
3174,AC06.1,1895376
3175,AC06.1,1918757
3176,AC06.1,5502297
3177,AC06.1,2445332
3178,AC06.1,12943253
3179,AC06.1,10526355
3180,AC06.1,10588382
3181,AC06.1,11104115
3182,AC06.1,2897868
3183,AC06.1,15617133
3184,AC06.1,17163449
3185,AC06.1,22270888
3186,AC06.1,28072414
3187,AC06.1,14415415
3188,AC06.1,6889653
3189,AC06.1,6762810
3190,AC06.1,1631864
3191,AC06.1,15111197
3192,AC06.1,15300868
3193,AC06.1,2705761
3194,AC06.1,8599769
3195,AC06.1,8466716
3196,AC06.1,8215493
3197,AC06.1,6583973
3198,AC06.1,16553344
3199,AC06.1,1274603
3200,AC06.1,1274639
3201,AC06.1,1452897
3202,AC06.1,15298248
3203,AC06.1,15298329
3204,AC06.1,7756709
3205,AC06.1,29356327
3206,AC06.1,29063417
3207,AC06.1,26468115
3208,AC06.1,26168781
3209,AC06.1,25618487
3210,AC06.1,20113949
3211,AC06.1,20113910
3212,AC06.1,9827517
3213,AC06.1,16876735
3214,AC06.1,2481562
3215,AC06.1,2482053
3216,AC06.1,2482121
3217,AC06.1,12936738
3218,AC06.1,7218554
3219,AC06.1,14467798
3220,AC06.1,18297967
3221,AC06.1,16871076
3222,AC06.1,21580839
3223,AC06.1,22402533
3224,AC06.1,13921794
3225,AC06.1,9955584
3226,AC06.1,10017908
3227,AC06.1,737115
3228,AC06.1,4642782
3229,AC06.1,4579312
3230,AC06.1,15744786
3231,AC06.1,16527375
3232,AC06.1,77056
3233,AC06.1,2154920
3234,AC06.1,1037845
3235,AC06.1,694485
3236,AC06.1,14481941
3237,AC06.1,8022644
3238,AC06.1,7332281
3239,AC06.1,7205152
3240,AC06.1,7959639
3241,AC06.1,19802272
3242,AC06.1,9124584
3243,AC06.1,6036687
3244,AC06.1,18759255
3245,AC06.1,11513670
3246,AC06.1,5995516
3247,AC06.1,1025141
3248,AC06.1,378246
3249,AC06.1,14938398
3250,AC06.1,20921147
3251,AC06.1,29511848
3252,AC06.1,13472862
3253,AC06.1,4219096
3254,AC06.1,15299385
3255,AC06.1,28766403
3256,AC06.1,13397013
3257,AC06.1,2868105
3258,AC06.1,9280631
3259,AC06.1,20113673
3260,AC06.1,13396881
3261,AC06.1,20537161
3262,AC06.1,5787423
3263,AC06.1,14089263
3264,AC06.1,25064461
3265,AC06.1,6031802
3266,AC06.1,13433851
3267,AC06.1,15191830
3268,AC06.1,5520867
3269,AC06.1,22197000
3270,AC06.1,21465622
3271,AC06.1,577265
3272,AC06.1,28925333
3273,AC06.1,29406928
3274,AC06.1,14089265
3275,AC06.1,17422812
3276,AC06.1,3526517
3277,AC06.1,1511971
3278,AC06.1,4072564
3279,AC06.1,1897087
3280,AC06.1,16846050
3281,AC06.1,28889238
3282,AC06.1,22332274
3283,AC06.1,25092379
3284,AC06.1,1182653
3285,AC06.1,2069338
3286,AC06.1,1092234
3287,AC06.1,124882
3288,AC06.1,12138579
3289,AC06.1,13629074
3290,AC06.1,184551
3291,AC06.1,1106634
3292,AC06.1,2065549
3293,AC06.1,10357942
3294,AC06.1,3316281
3295,AC06.1,28766782
3296,AC06.1,14905703
3297,AC06.1,18216006
3298,AC06.1,26472492
3299,AC06.1,17343670
3300,AC06.1,15487819
3301,AC06.1,17835275
3302,AC06.1,12886243
3303,AC06.1,17933712
3304,AC06.2,8316331
3305,AC06.2,8483136
3306,AC06.2,19259872
3307,AC06.2,10746030
3308,AC06.2,11674824
3309,AC06.2,15288952
3310,AC06.2,13813802
3311,AC06.2,5910674
3312,AC06.2,15288852
3313,AC06.2,10818881
3314,AC06.2,10756081
3315,AC06.2,14933204
3316,AC06.2,14233632
3317,AC06.2,20300823
3318,AC06.2,2301969
3319,AC06.2,20238081
3320,AC06.2,11136352
3321,AC06.2,20038081
3322,AC06.2,7399522
3323,AC06.2,1206741
3324,AC06.2,1206833
3325,AC06.2,1206862
3326,AC06.2,22619736
3327,AC06.2,11301175
3328,AC06.2,305771
3329,AC06.2,360710
3330,AC06.2,364431
3331,AC06.2,791309
3332,AC06.2,1262125
3333,AC06.2,1297646
3334,AC06.2,1371854
3335,AC06.2,23777338
3336,AC06.2,23875008
3337,AC06.2,24051178
3338,AC06.2,7550770
3339,AC06.2,7474934
3340,AC06.2,3568838
3341,AC06.2,26756
3342,AC06.2,26903
3343,AC06.2,10671671
3344,AC06.2,11928073
3345,AC06.2,11957518
3346,AC06.2,11958038
3347,AC06.2,8033278
3348,AC06.2,10191168
3349,AC06.2,10334479
3350,AC06.2,10358931
3351,AC06.2,291768
3352,AC06.2,340705
3353,AC06.2,341586
3354,AC06.2,361418
3355,AC06.2,372696
3356,AC06.2,383573
3357,AC06.2,1329341
3358,AC06.2,1471194
3359,AC06.2,1739560
3360,AC06.2,1916997
3361,AC06.2,24051831
3362,AC06.2,24096949
3363,AC06.2,7318767
3364,AC06.2,7264664
3365,AC06.2,7236756
3366,AC06.2,7213960
3367,AC06.2,2859814
3368,AC06.2,3139394
3369,AC06.2,14651381
3370,AC06.2,14765965
3371,AC06.2,209576
3372,AC06.2,13697446
3373,AC06.2,18502891
3374,AC06.2,19938542
3375,AC06.2,20179458
3376,AC06.2,20453519
3377,AC06.2,20502692
3378,AC06.2,22648143
3379,AC06.2,25245147
3380,AC06.2,23197707
3381,AC06.2,20164729
3382,AC06.2,14890151
3383,AC06.2,9616443
3384,AC06.2,2630582
3385,AC06.2,1298237
3386,AC06.2,10133718
3387,AC06.2,1206869
3388,AC06.2,22512251
3389,AC06.2,9881398
3390,AC06.2,7763820
3391,AC06.2,8950474
3392,AC06.2,8776595
3393,AC06.2,1298361
3394,AC06.2,16695269
3395,AC06.2,2179939
3396,AC06.2,1860480
3397,AC06.2,7720275
3398,AC06.2,5603445
3399,AC06.2,15514204
3400,AC06.2,2022064
3401,AC06.2,2190730
3402,AC06.2,10103020
3403,AC06.2,11144777
3404,AC06.2,10835716
3405,AC06.2,7401583
3406,AC06.2,8570761
3407,AC06.2,14726379
3408,AC06.2,15467815
3409,AC06.2,23549561
3410,AC06.2,2265266
3411,AC06.2,14167390
3412,AC06.2,10618032
3413,AC06.2,23539931
3414,AC06.2,8319141
3415,AC06.2,15553561
3416,AC06.2,7679473
3417,AC06.2,7490944
3418,AC06.2,7299874
3419,AC06.2,7237236
3420,AC06.2,7169500
3421,AC06.2,6221313
3422,AC06.2,5966659
3423,AC06.2,5650911
3424,AC06.2,14717203
3425,AC06.2,15092627
3426,AC06.2,15219426
3427,AC06.2,15281738
3428,AC06.2,237090
3429,AC06.2,25015810
3430,AC06.2,25079170
3431,AC06.2,10737112
3432,AC06.2,12449356
3433,AC06.2,19224888
3434,AC06.2,19162243
3435,AC06.2,7940057
3436,AC06.2,8956110
3437,AC06.2,9018380
3438,AC06.2,9088383
3439,AC06.2,9151158
3440,AC06.2,10157224
3441,AC06.2,16931970
3442,AC06.2,19074923
3443,AC06.2,21405057
3444,AC06.2,22938670
3445,AC06.2,17432071
3446,AC06.2,24368707
3447,AC06.2,24504061
3448,AC06.2,3825470
3449,AC06.2,827306
3450,AC06.2,957987
3451,AC06.2,1269182
3452,AC06.2,1462036
3453,AC06.2,2557235
3454,AC06.2,23709709
3455,AC06.2,23837816
3456,AC06.2,23969251
3457,AC06.2,24096643
3458,AC06.2,24306126
3459,AC06.2,21206148
3460,AC06.2,19161525
3461,AC06.2,19161371
3462,AC06.2,8562220
3463,AC06.2,9152904
3464,AC06.2,9296062
3465,AC06.2,3933482
3466,AC06.2,3937247
3467,AC06.2,5256549
3468,AC06.2,1257312
3469,AC06.2,1297844
3470,AC06.2,1324638
3471,AC06.2,7103338
3472,AC06.2,5837155
3473,AC06.2,5615777
3474,AC06.2,15064331
3475,AC06.2,18500120
3476,AC06.2,8972397
3477,AC06.2,8972330
3478,AC06.2,8027861
3479,AC06.2,12226505
3480,AC06.2,14937774
3481,AC06.2,10133799
3482,AC06.2,22197363
3483,AC06.2,13569337
3484,AC06.2,13506963
3485,AC06.2,5392523
3486,AC06.2,10987340
3487,AC06.2,11436407
3488,AC06.2,11567826
3489,AC06.2,11754938
3490,AC06.2,20557210
3491,AC06.2,20744128
3492,AC06.2,8829458
3493,AC06.2,9969511
3494,AC06.2,22220184
3495,AC06.2,16374314
3496,AC06.2,4790390
3497,AC06.2,1524127
3498,AC06.2,1652458
3499,AC06.2,1903619
3500,AC06.2,16771439
3501,AC06.2,9295580
3502,AC06.2,7103427
3503,AC06.2,3338610
3504,AC06.2,12051016
3505,AC06.2,4372630
3506,AC06.2,3999884
3507,AC06.2,1371577
3508,AC06.2,21611302
3509,AC06.2,13553238
3510,AC06.2,21337299
3511,AC06.2,9720445
3512,AC06.2,23874967
3513,AC06.2,1324701
3514,AC06.2,7718494
3515,AC06.2,9342828
3516,AC06.2,3564888
3517,AC06.2,1766760
3518,AC06.2,361173
3519,AC06.2,1093111
3520,AC06.2,2030741
3521,AC06.2,9408786
3522,AC06.2,23797893
3523,AC06.2,2643689
3524,AC06.2,1262470
3525,AC06.2,7474826
3526,AC06.2,773384
3527,AC06.2,11674791
3528,AC06.2,24048048
3529,AC06.2,18384566
3530,AC06.2,5643208
3531,AC06.2,1043303
3532,AC06.2,11928191
3533,AC06.2,23480143
3534,AC06.2,7104126
3535,AC06.2,1113042
3536,AC06.2,7992795
3537,AC06.2,20448525
3538,AC06.2,16767835
3539,AC06.2,1444709
3540,AC06.2,2633390
3541,AC06.2,23197626
3542,AC06.2,2369474
3543,AC06.2,1018155
3544,AC06.2,14999093
3545,AC06.2,3912325
3546,AC06.2,7550657
3547,AC06.2,1739662
3548,AC06.2,1001727
3549,AC06.2,5613381
3550,AC06.2,19167692
3551,AC06.2,7741541
3552,AC06.2,7332009
3553,AC06.2,7189794
3554,AC06.2,11664121
3555,AC06.2,10672786
3556,AC06.2,8507581
3557,AC06.2,774112
3558,AC06.2,16055513
3559,AC06.2,385429
3560,AC07,29711827
3561,AC07,30939468
3562,AC07,25790240
3563,AC07,11402018
3564,AC07,12184366
3565,AC07,22090691
